Price,Close,High,Low,Open,Volume
Ticker,MCD,MCD,MCD,MCD,MCD
Date,,,,,
1966-07-05,0.1139892190694809,0.11572985393016358,0.11311933644811707,0.11311933644811707,388800
1966-07-06,0.12008056789636612,0.12008056789636612,0.11311933902365197,0.11398922166482155,692550
1966-07-07,0.1157299131155014,0.12312586636748192,0.11485960154165414,0.12008062657266842,1858950
1966-07-08,0.1170348972082138,0.1170348972082138,0.11311933527930101,0.11572985273437411,1239300
1966-07-11,0.11659970879554749,0.12008053657776223,0.11529466461888256,0.11703487055791975,656100
1966-07-12,0.1148596927523613,0.11573000501732827,0.11442453031829021,0.11573000501732827,303750
1966-07-13,0.11442437767982483,0.1161645713804384,0.11398921582624574,0.1148595395334039,291600
1966-07-14,0.11311937123537064,0.11485957812381567,0.11311937123537064,0.11442441612403127,328050
1966-07-15,0.11137879639863968,0.11355458212805883,0.11137879639863968,0.11311941994090778,376650
1966-07-18,0.11137879639863968,0.11485962757862954,0.11050891313522003,0.11137879639863968,607500
1966-07-19,0.1096385195851326,0.11137872612488119,0.1096385195851326,0.11137872612488119,413100
1966-07-20,0.10876861214637756,0.11094396750107438,0.10789830112219162,0.10963849466321686,230850
1966-07-21,0.10572304576635361,0.10963859836562762,0.10572304576635361,0.10876871502600327,230850
1966-07-22,0.10572304576635361,0.10615820799162634,0.10441800020145653,0.10572304576635361,303750
1966-07-25,0.10050200670957565,0.10572303273811204,0.10050200670957565,0.10572303273811204,510300
1966-07-26,0.0991969034075737,0.10224257051425145,0.0991969034075737,0.10050194804993907,328050
1966-07-27,0.10050200670957565,0.1013723184497035,0.09963211717556315,0.09963211717556315,157950
1966-07-28,0.10180746763944626,0.10180746763944626,0.10006726647949303,0.10050200011491561,97200
1966-07-29,0.10267730057239532,0.10267730057239532,0.10093710037076348,0.10180741157450696,157950
1966-08-01,0.09963205456733704,0.1018074103445599,0.09963205456733704,0.1018074103445599,182250
1966-08-02,0.10006720572710037,0.10093709467590975,0.0991968945724597,0.09963205014978004,85050
1966-08-03,0.09832663089036942,0.1009371434088276,0.09832663089036942,0.10006725404003164,267300
1966-08-04,0.09963205456733704,0.10006721016395162,0.09876174337410788,0.09876174337410788,60750
1966-08-05,0.10354764759540558,0.10441795910020775,0.1009371352870002,0.1009371352870002,157950
1966-08-08,0.10224258899688721,0.10224258899688721,0.10137227760740276,0.10224258899688721,48600
1966-08-09,0.10267730057239532,0.1035476117761388,0.10137225597263522,0.10224256717637871,133650
1966-08-10,0.10267730057239532,0.1035476117761388,0.10180741157450696,0.10267730057239532,170100
1966-08-11,0.10180746763944626,0.10267735711637904,0.10137231179793604,0.10267735711637904,133650
1966-08-12,0.10050200670957565,0.10180747431976742,0.10050200670957565,0.10180747431976742,206550
1966-08-15,0.10180746763944626,0.10267735711637904,0.10093715595642583,0.10093715595642583,741150
1966-08-16,0.0991969034075737,0.10267730392446064,0.0991969034075737,0.10180741489817335,668250
1966-08-17,0.09484623372554779,0.09963210321333901,0.09180056526802896,0.09919694740425687,473850
1966-08-18,0.09267079830169678,0.09441099785628634,0.09267079830169678,0.09441099785628634,109350
1966-08-19,0.08788494765758514,0.09310596940540816,0.08701463663102492,0.09267081389212804,315900
1966-08-22,0.08483930677175522,0.08919001880077364,0.08353426204540813,0.08788497407442655,680400
1966-08-23,0.08614476025104523,0.08657991582716942,0.08396940457625439,0.08483929352267264,291600
1966-08-24,0.08570966124534607,0.086579972972021,0.08396945999810501,0.08614481710868353,243000
