Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,COP,COST,COP,COST,COP,COST,COP,COST,COP,COST
Date,,,,,,,,,,
1981-12-31,1.008618950843811,,1.0304100222618036,,1.0055058471742917,,1.0117318675794325,,1420670,
1982-01-04,0.9930537343025208,,1.005505774209213,,0.9899406308589054,,0.9992797542558669,,2069219,
1982-01-05,0.9556979537010193,,0.9868281610254173,,0.9494717439955677,,0.9681499992439847,,4173857,
1982-01-06,0.9370195865631104,,0.9806018298790236,,0.9183415223421322,,0.9494715359101318,,3855878,
1982-01-07,0.9276803731918335,,0.9370194978854505,,0.918341435432127,,0.9276803731918335,,1511183,
1982-01-08,0.9090019464492798,,0.9370191223681305,,0.9090019464492798,,0.9245670857228269,,1861431,
1982-01-11,0.871646523475647,,0.912115678806964,,0.8654203126445185,,0.890324595167024,,2428125,
1982-01-12,0.8560804128646851,,0.8809844806016186,,0.8436282855293215,,0.8623064297989185,,3504056,
1982-01-13,0.8529676795005798,,0.8778719449325153,,0.8498545762213849,,0.8654197187496103,,1692210,
1982-01-14,0.8778722286224365,,0.8778722286224365,,0.8405160053365098,,0.859193976779022,,2596559,
1982-01-15,0.9650366902351379,,0.9774889200777693,,0.8840982243946452,,0.9307935722362073,,7508692,
1982-01-18,0.9992795586585999,,0.9992795586585999,,0.9401322872122543,,0.971262474352558,,7078162,
1982-01-19,0.9712626338005066,,1.014844865564867,,0.9650364271098537,,0.9899405996038907,,7444152,
1982-01-20,0.9245677590370178,,0.961923989644429,,0.9121155263895712,,0.937019804750493,,5527625,
1982-01-21,0.9432450532913208,,0.9556972769505592,,0.9276800073845687,,0.9432450532913208,,7028576,
1982-01-22,0.9401324987411499,,0.9588104656807782,,0.9370193952064427,,0.9494713420105466,,2916898,
1982-01-25,0.9743751883506775,,0.9743751883506774,,0.9245669553272127,,0.9494709316385882,,3098713,
1982-01-26,0.9650366902351379,,0.9961668909738577,,0.9588106687807869,,0.9774889200777693,,3584338,
1982-01-27,0.9712626338005066,,0.9837145798471163,,0.9588104073530792,,0.9712626338005066,,2958613,
1982-01-28,0.9774882793426514,,0.9837142032489984,,0.9619231424426218,,0.9743751771891227,,4318678,
1982-01-29,0.9712626338005066,,0.9992797227059916,,0.9681495304551802,,0.9837145798471163,,6637400,
1982-02-01,0.9567373991012573,,0.9725251850101804,,0.9377922645790986,,0.9567373991012573,,2565076,
1982-02-02,0.9346343278884888,,0.9567370882542825,,0.9346343278884888,,0.9472644766689424,,2463543,
1982-02-03,0.8999020457267761,,0.9441076920614114,,0.893586777328832,,0.9188471872931612,,2934214,
1982-02-04,0.9314779043197632,,0.934635350164541,,0.8935871321230499,,0.9156901062721223,,4710641,
1982-02-05,0.9346343278884888,,0.944107034277684,,0.91253147271884,,0.928319253498262,,4278538,
1982-02-08,0.8872715830802917,,0.9346348574506343,,0.8841141389000322,,0.9093743559694701,,2663460,
1982-02-09,0.8683264851570129,,0.8872717220288864,,0.855696232438507,,0.871483929831735,,4531188,
1982-02-10,0.8777987957000732,,0.8872715066403974,,0.8714837182757909,,0.8809564292161151,,3217561,
1982-02-11,0.9725257754325867,,0.9725257754325867,,0.8809568270200159,,0.9283201186972513,,5796804,
1982-02-12,0.9314779043197632,,0.972525932753337,,0.906217484325913,,0.9409504314620138,,8000613,
1982-02-16,0.9346343278884888,,0.9409494022787156,,0.8967437867432732,,0.9188465471090669,,3146724,
1982-02-17,0.8904292583465576,,0.9314774566606805,,0.877798912213717,,0.9062170488067387,,3310436,
1982-02-18,0.8809564709663391,,0.9030593378027255,,0.8746413932427729,,0.8904291823555933,,2898796,
1982-02-19,0.8462234139442444,,0.8872716116688543,,0.8304356237107995,,0.8588537598956946,,4030609,
1982-02-22,0.776757538318634,,0.8493812897964308,,0.7609697909897057,,0.8051756351970071,,3710270,
1982-02-23,0.8399084210395813,,0.8525387682732589,,0.7767573959006036,,0.8146480109839902,,4094362,
1982-02-24,0.8367505073547363,,0.8651683460818254,,0.8209627243691521,,0.8430655826274228,,5476465,
1982-02-25,0.8083332180976868,,0.8367512724157972,,0.7988606913315748,,0.8178059344717086,,2432848,
1982-02-26,0.8114904761314392,,0.8209630932973171,,0.7988603199102687,,0.8114904761314392,,2063710,
1982-03-01,0.7957022190093994,,0.8146474422211551,,0.7957022190093994,,0.8051749254191325,,2313212,
1982-03-02,0.770442008972168,,0.8051751655625176,,0.7641269800867204,,0.7862297470925828,,2203022,
1982-03-03,0.7483393549919128,,0.7609695102743197,,0.7325516134869524,,0.7483393549919128,,4190385,
1982-03-04,0.7483393549919128,,0.7641271438988252,,0.7420243247526613,,0.7546544326331163,,4446184,
1982-03-05,0.7357092499732971,,0.760969513234419,,0.7262365386707402,,0.7451817242660936,,2695731,
1982-03-08,0.7041335701942444,,0.7483391992889411,,0.6978183042592172,,0.7230787517740792,,2157371,
1982-03-09,0.7136065363883972,,0.7325519194302204,,0.6820311823971889,,0.7072914561097612,,2588688,
1982-03-10,0.6946609616279602,,0.7167637778720599,,0.6946609616279602,,0.7072910678501025,,3031811,
1982-03-11,0.6978181600570679,,0.7072908673943322,,0.685188057414467,,0.6978181600570679,,4148670,
1982-03-12,0.7136065363883972,,0.7136065363883972,,0.6883462626758249,,0.7009763758311252,,2238440,
1982-03-15,0.7578119039535522,,0.7578119039535522,,0.7072910092325063,,0.7325514565930293,,2013337,
1982-03-16,0.7451819777488708,,0.7546546922736876,,0.7262367857090785,,0.7420245800478155,,1831523,
1982-03-17,0.7199217677116394,,0.7293942454162762,,0.7041339730567939,,0.7167641329375196,,1000372,
1982-03-18,0.7262363433837891,,0.7325514193514162,,0.716763682030409,,0.7262363433837891,,1294738,
1982-03-19,0.7325518131256104,,0.7388668924878306,,0.7199217018031348,,0.7293941786405705,,1327795,
1982-03-22,0.7388666272163391,,0.7483392902607127,,0.7325515501213886,,0.74202426056771,,1268764,
1982-03-23,0.7293941974639893,,0.7420245461222394,,0.7230791179387963,,0.7325518320305179,,1097969,
1982-03-24,0.7451819777488708,,0.7483396124597674,,0.7325518655229987,,0.7420245800478155,,3734669,
1982-03-25,0.7325518131256104,,0.745181924448086,,0.7325518131256104,,0.7388668924878306,,1755963,
1982-03-26,0.742024302482605,,0.7514969660620631,,0.7199214839998035,,0.7357092250309333,,1722119,
1982-03-29,0.7641269564628601,,0.7641269564628601,,0.7293938009463258,,0.748339171428601,,1341962,
1982-03-30,0.7641269564628601,,0.7704419851530713,,0.7451815385786447,,0.7578118803707087,,2434422,
1982-03-31,0.7799153923988342,,0.7862304267432633,,0.7641276406308221,,0.7767577567216629,,2202235,
