Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,PFE,PG,QCOM,PFE,PG,QCOM,PFE,PG,QCOM,PFE,PG,QCOM,PFE,PG,QCOM
Date,,,,,,,,,,,,,,,
1962-01-02,,0.25149238109588623,,,0.253553667549535,,,0.2501180223686269,,,0.2501180223686269,,,192000,
1962-01-03,,0.2487439662218094,,,0.2514925174079164,,,0.24668251089266635,,,0.2514925174079164,,,428800,
1962-01-04,,0.24462105333805084,,,0.24943105980954122,,,0.24462105333805087,,,0.2487439639588282,,,326400,
1962-01-05,,0.24290290474891663,,,0.24530790559648094,,,0.23981080873292906,,,0.2446208104280577,,,544000,
1962-01-08,,0.23637528717517853,,,0.2415288391153388,,,0.23362673732430433,,,0.2415288391153388,,,1523200,
1962-01-09,,0.2360319048166275,,,0.23981110060059627,,,0.23500126080962344,,,0.2363754528189622,,,499200,
1962-01-10,,0.23671908676624298,,,0.23843699515991984,,,0.23465763024550032,,,0.23603199051211146,,,300800,
1962-01-11,,0.23637528717517853,,,0.23843674150287655,,,0.2363752871751785,,,0.23671883493676657,,,371200,
1962-01-12,,0.23774974048137665,,,0.23981102787023345,,,0.23637538113056913,,,0.23637538113056913,,,390400,
1962-01-15,,0.23637528717517853,,,0.23843674150287655,,,0.23500109612882622,,,0.2377496459797004,,,281600,
1962-01-16,,0.23741038143634796,,,0.23879075859806934,,,0.23603017276741411,,,0.23741038143634796,,,236800,
1962-01-17,,0.22912879288196564,,,0.237755608901751,,,0.22912879288196564,,,0.23741055648010898,,,377600,
1962-01-18,,0.2301638275384903,,,0.2301638275384903,,,0.22843856634932788,,,0.22912867082499283,,,544000,
1962-01-19,,0.2301638275384903,,,0.2315442049826422,,,0.22947372306282532,,,0.2301638275384903,,,697600,
1962-01-22,,0.23050907254219055,,,0.23188928163885913,,,0.22912869495268226,,,0.2301638517751837,,,646400,
1962-01-23,,0.2301638275384903,,,0.2315442049826422,,,0.2298187753006578,,,0.23050904826914476,,,332800,
1962-01-24,,0.22809350490570068,,,0.23050903896585972,,,0.2270581797411667,,,0.23016381824913826,,,422400,
1962-01-25,,0.22912879288196564,,,0.2305091710614454,,,0.22705830985920186,,,0.22809363561703963,,,294400,
1962-01-26,,0.22705835103988647,,,0.2301639918908342,,,0.22705835103988647,,,0.22912883443816573,,,230400,
1962-01-29,,0.22636812925338745,,,0.22843861158318715,,,0.22636812925338745,,,0.22705823386570226,,,313600,
